Date,Aichi,Ehime,Ibrakai,Okayama,Okinawa,Iwate,Gifu,Miyazaki,Miaygi,Kyoto,Kumamoto,Gunma,Hiroshima,Kagawa,Kochi,Saga,Saitama,Mie,Yamagata,Yamaguchi,Yamanashi,Shiga,Kagoshima,Akita,Nigata,Kanagawa,Aomori,Shizuoka,Ishikawa,Chiba,Osaka,Oita,Nagasaki,Nagano,Tottori,Shimane,Tokyo,Tokushima,Tochigi,Nara,Toyama,Fukui,Fukuoka,Fukushima,Hyogo,Hokkaido,Wakayama
2021/6/14,713,52,61,80,7,12,238,63,210,173,80,14,98,54,106,58,191,307,237,452,24,96,27,112,112,768,70,610,204,287,737,211,70,9,4,33,850,45,136,185,231,276,482,97,429,159,171
2021/6/21,772,95,69,77,12,20,312,74,413,203,64,32,120,67,194,64,312,511,226,505,30,96,52,142,208,1122,44,772,217,425,655,261,50,20,19,60,1238,85,173,189,255,298,449,126,558,216,307
2021/6/28,643,170,102,109,6,17,338,86,600,156,60,56,100,83,233,14,461,704,198,359,39,111,39,115,314,1282,88,591,228,562,544,272,52,6,14,94,1581,82,191,182,184,283,248,165,733,218,311
2021/7/5,683,165,250,178,12,4,305,64,652,196,41,95,188,96,319,23,694,850,222,384,66,90,48,102,442,1641,44,652,324,881,588,267,55,11,14,119,2022,176,221,128,196,245,208,236,969,330,400
2021/7/12,657,213,283,245,11,8,316,37,751,278,35,159,343,185,345,32,1058,855,254,329,103,114,37,139,747,1644,76,677,369,1127,779,322,38,60,30,133,2295,465,197,174,169,202,203,321,1149,556,395
2021/7/19,399,216,305,238,15,23,188,48,457,257,27,118,255,185,323,19,1000,480,163,229,82,83,84,77,630,1084,37,428,236,900,705,227,28,64,31,144,1709,455,141,135,93,135,134,289,1028,495,265
2021/7/26,281,246,289,197,14,19,116,44,356,211,37,206,308,286,323,11,913,246,182,116,74,102,94,50,677,670,47,320,149,740,590,140,25,102,35,186,1160,518,109,99,85,111,134,373,819,676,208
2021/8/2,217,381,232,162,14,29,100,35,223,227,24,203,411,242,348,2,896,137,165,101,69,0,115,31,761,318,33,186,106,415,482,71,31,258,81,205,993,423,114,82,87,91,133,419,604,644,117
2021/8/9,127,275,160,117,18,32,62,21,109,126,10,181,267,222,280,0,605,47,140,104,49,50,101,14,594,130,27,99,97,212,340,23,19,161,106,154,518,215,60,54,63,58,113,348,302,584,75
2021/8/16,94,283,118,105,26,26,51,23,131,86,27,148,206,188,224,24,425,33,100,83,38,31,76,8,577,106,15,54,31,135,244,10,29,205,138,128,331,158,52,53,42,46,119,295,316,536,60
2021/8/23,114,282,121,111,39,35,34,9,131,88,35,215,223,167,161,15,541,35,58,124,45,39,111,6,629,129,28,36,27,87,311,5,36,245,196,85,334,68,50,67,31,25,156,354,285,587,34
2021/8/30,93,188,125,80,53,48,36,18,123,71,63,171,194,85,98,13,421,23,57,126,33,19,139,6,616,81,46,34,29,79,173,5,30,279,246,69,235,65,49,39,17,24,184,388,225,689,14
2021/9/6,52,168,90,44,47,72,22,19,87,49,49,143,136,57,47,13,290,8,45,125,33,14,177,10,409,36,27,22,19,71,137,1,25,313,235,59,176,41,39,19,9,13,173,299,153,558,13
2021/9/13,36,121,54,26,57,50,27,21,77,14,61,166,87,40,28,21,218,7,31,90,14,10,206,0,213,29,20,19,14,31,108,1,36,291,118,42,99,31,36,9,10,11,105,222,92,467,21
2021/9/20,10,70,33,16,77,27,12,15,50,15,39,77,58,18,10,17,141,6,27,68,17,3,213,1,91,30,12,5,6,18,75,1,19,180,62,10,35,12,23,8,5,0,117,148,65,437,19
2021/9/27,12,42,15,4,73,21,7,11,20,13,34,52,41,4,10,27,77,1,11,35,1,5,234,3,65,23,8,1,2,11,49,2,20,158,23,8,37,4,11,2,1,0,53,87,36,353,4
2021/10/4,9,25,11,3,115,30,8,30,26,16,49,36,22,2,1,27,54,0,12,38,2,0,246,2,40,11,2,0,11,12,46,1,11,104,21,14,26,3,10,3,0,3,56,53,15,303,2
2021/10/11,6,10,11,3,118,25,3,22,19,5,40,47,26,8,0,34,36,0,1,30,2,1,220,3,24,3,3,0,0,4,39,3,10,110,9,4,20,2,8,0,1,2,60,45,8,332,1
2021/10/18,10,6,1,1,122,36,4,21,15,2,26,43,15,7,0,35,33,0,3,4,0,2,224,3,19,21,0,3,0,7,26,0,6,108,1,4,10,1,8,0,1,0,52,29,13,225,1
2021/10/25,10,4,4,1,120,37,1,23,8,4,26,11,16,2,0,34,21,1,6,1,2,1,177,3,25,5,1,0,2,0,21,0,9,74,3,4,14,0,4,5,1,0,72,20,9,166,1
2021/11/1,14,1,2,1,130,44,4,21,9,2,18,9,24,1,1,26,18,0,3,5,0,0,137,1,3,4,0,2,1,5,15,0,17,43,5,1,13,0,6,3,0,1,47,16,2,139,1
2021/11/8,17,1,3,0,81,62,2,25,4,5,35,4,35,0,0,38,5,0,4,11,0,2,139,0,2,5,1,0,0,5,22,1,15,77,0,0,21,0,4,2,1,2,42,15,7,93,5
2021/11/15,5,0,3,5,88,39,0,21,5,7,31,6,36,0,0,59,6,0,4,7,1,0,153,0,1,6,0,0,5,3,42,0,12,57,0,8,5,0,2,9,6,0,51,8,7,98,0
2021/11/22,5,3,1,8,88,40,2,21,8,11,34,1,29,0,0,65,15,1,2,15,0,1,140,3,1,3,0,0,0,3,36,0,12,25,1,3,6,0,0,7,6,5,76,10,3,90,5
2021/11/29,6,2,2,6,73,44,0,22,24,9,40,2,18,0,0,73,10,1,0,11,0,1,118,0,0,2,2,0,0,4,31,1,38,19,0,2,5,0,5,3,5,5,92,6,20,81,2
2021/12/6,12,0,0,6,82,53,4,38,13,8,40,2,38,0,0,67,13,1,0,5,0,1,135,14,0,5,0,0,20,4,36,0,39,26,0,0,3,0,1,1,18,2,152,5,13,82,0
2021/12/13,8,2,2,3,87,44,3,43,5,30,91,4,56,0,0,52,27,0,0,5,0,2,194,7,0,0,0,0,25,4,44,0,35,22,0,0,14,0,2,1,9,2,210,3,26,89,0
2021/12/20,13,4,1,10,116,57,1,47,5,4,105,5,65,0,0,52,14,0,1,13,0,2,210,3,3,2,4,0,21,2,75,0,75,16,0,1,19,0,8,0,5,2,210,6,16,83,0
2021/12/27,26,2,2,3,88,41,1,57,1,6,79,5,44,2,2,31,7,0,0,9,1,4,113,0,0,1,0,0,8,8,61,1,94,11,0,1,12,1,2,0,15,6,161,5,12,66,1
